,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,B99,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,EU27_2020,EXT_EU27_2020,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KCMD_905b,KCMD_927b,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TOTAL,TTO,TUN,TUR,TUV,TZA,UGA,UKR,UN_1500,UN_1501,UN_1502,UN_1503,UN_1517,UN_1518,UN_1636,UN_1637,UN_1829,UN_1830,UN_1832,UN_1833,UN_1835,UN_5500,UN_5501,UN_900,UN_901,UN_902,UN_903,UN_904,UN_905,UN_906,UN_908,UN_909,UN_910,UN_911,UN_912,UN_913,UN_914,UN_915,UN_916,UN_920,UN_921,UN_922,UN_923,UN_924,UN_925,UN_926,UN_927,UN_928,UN_931,UN_934,UN_935,UN_941,UN_947,UN_948,UN_954,UN_957,URY,USA,UZB,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
HND,7,13,0,0,397,2578,3,6,137,457,16,0,0,439,0,0,20,19,47,717,3,1,7071,22,735,3047,229,7,0,0,0,14544,1627,2129,739,56,50,1,37,23610,0,0,53606,2469,26447,14,612,3458,1,6,601,5965,8,3628,64,0,44812,14,6,0,0,230,3,2789,0,7,3172,1,23,5,0,0,1,88,359,140191,53,187,0,105,106,44,35,297,259,3,14,18,677,4973,316,64,604,1,0,0,23,0,6,0,17,548,6,0,17,0,0,33,20,0,8,73,11,0,52,6,2,6,30986,0,1,8,46,19,5,12,0,22,6,39,21,0,68,21287,0,1427,292,2,0,18,2,7,37064,3874,198,0,8,142,0,339,572,0,51,36,90,1,24,2,5,249,0,2,69581,0,2,0,19,0,12,321,0,16,0,19,2,0,44,0,0,0,0,0,360,25,172,0,13,12,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,628274,0,13,957,26,14,0,2,0,135,12,2
HRV,365,1039,2756,0,28525,3274,1135,19,153009,1363024,1820,0,17,193068,40,99,229,86896,794,434,419093,12998,24,30,27,51129,148,92,0,79,24,117455,247262,1166,123664,553,315,61,661,696,24,67,241,1633,39,3660,741969,2377780,67,4,115645,505,1349,104,5114,17,193419,22895,182,0,0,86058,30,345654,0,185,840822,1228,634,169,33,20,0,142,51880,90,90,5459,101,0,20,521896,3926,10510,71161,2413,1196,2805,57735,1284670,270,1404,123888,2551,0,0,592,486,84,2,8,386412,1312,21,2535,41,109,108,1883,9,37611,9641,9468,2,1625,1028,114,736,2393,0,42890,82,6208,177,139,119,38,362,21,3696,382,15,1460,72,0,144518,165195,284,0,26423,1566,876,985,542,5261,2,195,777523,0,29044,55,0,6639,121628,117419,124,4862,290,180,7670,2,81,34,0,20,4,30,409874,1451482,203129,0,314,0,60,26,135,7588,225,315,0,0,0,306,915,52308,0,543,155,69464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,358585,185,47,189,11,936,3,1,0,15249,112,101
HTI,9,8,0,0,109,1131,2,411,79,152,8,0,49,1281,125,190,108,28,2,4600,2,4,49,96,219,24682,768,0,0,0,111,52181,1594,5975,230,139,129,83,4,2009,2,5,879,20016,128,30,49,1284,2,28,184,15741,4,930,44,1,1569,18,32,0,0,72,12,35522,1,8,1175,4,57,0,45,0,3,2,32,1283,486,53,269,33,0,38,51,336,318,0,1,4,82,2129,3261,224,227,0,0,0,196,0,22,0,145,281,7,0,75,11,0,200,61,1,130,39,11,0,206,7,66,0,2803,0,21,99,10,9,0,6,13,18,3,13,3,66,57,693,0,933,266,93,0,20,0,49,3791,621,503,0,8,43,0,102,124,0,21,126,56,217,8,8,281,30,0,15,692,0,0,0,8094,0,15,139,0,1,0,22279,43,90,101,0,0,0,0,0,1104,67,171,0,30,170,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,769877,0,72,739,1111,243,0,2,0,155,15,20
HUN,383,205,4504,0,58602,3355,1245,27,105051,1583825,12727,0,21,336153,41,81,361,510211,970,187,2607,7266,26,73,77,11677,196,28,0,138,64,59250,294999,954,68930,149,373,144,57,1005,5,189,493,4538,105,39137,1012695,2255878,52,10,226642,4787,3999,430,20166,138,498595,8327,458,0,0,138076,70,413903,0,77,1466621,22566,622,50,56,66,4,30,173376,198,10,14433,31,521896,29,0,8057,29779,160569,9658,3121,19504,206855,1001132,249,3949,31848,4640,0,0,1569,793,653,0,20,32702,2596,145,5334,55,22,92,4507,20,7450,9041,13768,52,4383,2490,381,9317,9189,0,3146,70,60767,496,1545,124,42,3251,50,14702,528,67,2426,66,0,397901,142453,1005,0,2090,1629,2459,756,901,2458,7,44,834913,1,82480,65,0,5315,4336026,171722,256,6046,771,448,10740,2,382,73,0,8,0,7,1805228,123663,305979,0,2326,0,51,93,32,31890,173,152,0,0,0,136,2224,137002,0,1240,380,1450215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,706393,720,15,231,81,9795,2,4,0,8511,237,170
IDN,593,1042,152,0,145606,1083,187,11,1617063,19940,1600,0,37,50668,57,147,24832,3389,20919,153,199,790,8,130,319,6863,328,73343,38,98,78,108450,69119,1957,2189684,565,504,403,541,551,14,261,199,327,53,1751,16838,195583,126,3,34244,742,2500,262,45382,109,55960,1866,795,0,0,14628,4617,156464,104,645,404022,345,651,278,998,62,14,150,7783,48,109,993238,23,3926,73,9455,0,457129,8771,12485,3706,578,1946,107405,127,16632,1006275,2458,0,0,2514,579,54518,21,5,682250,16415,7637,4905,268,33,28,40303,18,1608,1980,1466,4796,6568,205,238,5355,2042,35,179,257,1715,55743,2974,1086,218,3591,91,5430593,551,41,5911,27,0,202677,13004,6708,6,125023,17513,10461,1185,1745,343258,731,8614,12342,26,15304,44,0,48190,4442,56589,137,1138819,3552,771,5014144,995,47,26,0,59,11,360,38,903,21436,0,955,0,99,79,70,848374,72,143,0,91,0,854,2234,27906,3,1170,800,6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,413893,231,6,157,1,130637,300,634,12,32068,565,388
IND,214959,10326,1562,0,7679793,8273,5085,460,637541,78857,7202,0,1465,82858,2380,1259,541110,16431,355659,1100,2713,9166,279,1220,881,44535,2681,12010,148123,13483,475,687306,161000,8975,1050447,8509,5051,19231,3503,11676,667,117,8382,1193,1031,18000,80432,504228,3387,298,73017,1433,13593,11497,100618,656,171897,3487,48849,0,0,34500,7718,392277,11,4970,1703090,37848,12992,2463,1801,1207,405,1712,48171,861,843,523867,237,9889,422,26027,457129,0,64412,117773,92347,2514,103795,368538,2657,60581,350754,35452,0,0,118356,30962,48724,11,259,306987,1151299,9772,19650,2923,359,531,857366,4952,5246,5367,6412,165291,21600,560,7194,233558,74709,4,450,1777,7488,115240,5016,22004,1029,141585,8334,1320556,2412,965,184774,1348,0,153268,37385,544540,2,133776,1376186,45510,7852,8460,143508,24,4589,60706,9,31430,654,0,1165520,26689,287060,10599,3905148,30307,6071,1732216,117,2873,936,319,1277,21,1477,11897,4154,69008,7331,23130,3,178,861,3024,1653448,8990,82062,0,119,0,5695,3717,99988,6,92902,48322,40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,3058857,48237,41,3688,70,79480,50,156,190,164956,30281,7204
IRL,803,699,2057,0,94166,4946,399,391,150909,133106,906,0,31,403041,29,72,4265,36365,4659,771,1315,1012,154,1498,282,53927,2980,109,2,585,34,241879,309075,2084,74401,272,652,278,98,2348,3,36,1626,7571,1492,7149,134832,1256783,51,34,190401,2998,1597,628,8658,84,2660249,18289,1922,0,0,60162,232,8090296,1,86,9571733,1974,2185,262,46,37,8,101,76112,653,74,27250,236,65159,336,156170,8781,68488,0,1996,3879,46702,36239,836915,1560,2933,25458,1492,0,0,5877,256,1453,1,229,10456,3523,94,4563,74,9,695,4786,82,122607,28836,83665,12,23774,20220,181,3660,21077,0,844,168,52810,824,622,412,88,4745,976,20504,520,67,21457,415,0,718003,81945,1787,0,123623,3668,14412,911,2661,24699,7,196,710775,1,632376,105,0,6182,87744,28462,365,21108,2525,401,20258,6,409,228,0,76,0,62,90886,2705,89803,0,995,0,203,52,59,48688,29,61,0,3,0,967,1458,41498,0,3072,2470,7936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,1735890,131,49,419,105,9679,12,17,0,46124,1704,1434
IRN,55944,26,471,0,1427610,384,197712,0,41511,50651,1300740,0,40,21748,58,86,6973,38547,84628,12,644,5822,1,5,50,5453,9,33,2,18,1,130431,41304,479,227046,329,347,72,50,505,7,0,17,735,0,33292,6834,282343,61,0,40854,8,1940,710,7682,1194,40124,553,787,0,0,7431,24,114669,0,13,121763,171072,509,0,154,18,10,13,26029,2,10,10565,3,2285,0,10311,12380,117773,1959,0,518713,26,248,129724,3,5895,17939,27121,0,0,2497,2128,241,0,0,26179,144167,60,51112,11,1,1,9366,3,1363,1534,769,7,3158,84,291,3828,4447,0,500,133,530,176,248,84,57,613,8,119808,32,133,1037,25,0,61476,17813,2599,0,2414,62288,72548,98,49,17587,1,10,8627,0,7282,37,0,39215,12477,93698,77,34768,3777,358,24376,0,59,0,0,658,0,5,102,1524,79384,0,871,14957,0,37,8,147535,16597,251,0,0,0,9,1494,2090067,0,3139,674,22050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,196388,5963,1,1124,0,3492,0,1,0,6970,126,248
IRQ,1787,3,631,0,625125,85,1506,2,18808,12406,29766,0,2,6727,33,23,11074,1708,91443,13,1522,2007,3,0,47,916,0,30,0,21,7,14706,11935,338,63119,184,100,17,9,406,5,0,47,35,0,6421,8934,113906,217,1,39732,57,3571,106,64046,431,8891,177,1478,0,0,6141,905,36963,4,9,151981,5632,479,10,2,2,3,6,5342,9,0,1693,14,1109,4,3382,4724,93425,3610,520519,0,14,569,34400,21,221330,2511,2030,0,0,4086,597,163,0,2,13160,61456,17,482582,23,242,0,4792,4,129,229,134,6,2365,480,58,1202,191,0,1365,133,422,122,12,124,126,50,30,32386,36,31,476,9,0,26010,25350,2664,0,1008,17649,57844,58,521,3511,0,1,2453,0,1386,30,0,23794,6171,25686,38,112732,4978,71,1163,1,30,1,0,582,0,0,277,172,85514,0,19,83012,0,41,7,8819,500,219,0,0,0,58,5170,836571,0,1077,3704,11016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93258,279,0,289,0,427,1,0,8,7307,47,361
ISL,14,9,164,0,1642,214,49,39,2623,19189,35,0,0,33020,5,7,18,1830,88,88,216,51,0,45,14,588,18,0,0,9,3,142784,71335,135,69617,4,18,15,0,104,0,6,54,86,17,196,5675,312746,19,0,223687,163,44,33,201,0,150323,3934,102,0,0,46569,1,177290,0,5,700766,139,82,24,1,4,2,0,3774,32,6,8424,16,2221,5,17672,549,2341,50860,30,16,0,7994,51081,52,72,23758,52,0,0,281,5,25,1,2,5699,136,0,167,1,0,5,96,8,11720,1379,4195,1,330,102,29,28,456,0,130,1,738,24,16,29,130,21,12,571,218,4,143,170,0,123049,200769,142,0,276,34,41,48,108,2562,0,3,54857,0,4240,3,0,282,1986,7846,14,249,10,24,2592,0,8,37,0,2,0,0,46,640,118256,0,5,0,24,0,7,3775,1,6,0,0,0,10,46,1637,0,75,76,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,565724,1,6,9,8,262,0,0,0,1020,20,44
ISR,63,2856,6191,0,6472,36804,10769,115,41998,184158,26134,0,114,138594,330,286,72,192202,251,1013,3137,35628,87,30,293,69080,251,1,227,1434,218,138600,276001,25470,162097,1867,1379,1313,1038,20668,7,37,19793,9810,309,271374,222266,710603,65,50,61258,2632,51,6939,243417,1882,498076,6071,20033,0,0,26097,308,632477,1,666,615889,106444,4647,940,198,68,5,885,177331,3102,27,52906,614,57735,108,208660,1456,103795,33625,185,572,8818,0,572125,1035,132418,41327,16619,0,0,10211,4021,11577,0,16,41112,281,3902,562,409,0,44,16031,93,44812,6226,25439,11745,33318,44745,588,6389,64641,0,9793,94,19521,2759,778,770,5,1808,238,7466,1231,97,11549,2857,0,332293,26551,7292,0,9046,147,108,11989,18158,30920,67,412,252569,0,44360,1879,0,1403,278369,632944,1553,730,259,703,29885,8,261,1481,484,5,11,131,38224,68849,44607,1277,4189,0,54,248,366,187828,383,281,0,4,0,589,1470,368195,0,23774,4590,426445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7039,1363552,16745,3,2504,11,17177,17,8,0,50732,1521,4830
ITA,3043,7221,800969,0,434513,217586,22423,2604,761873,4615269,30038,0,1315,2300706,3760,13913,70027,447933,16698,6435,434226,53207,589,1489,11714,675776,3727,478,0,1542,1519,860084,3856475,107953,712502,18322,13608,5266,8667,87818,92,21133,44263,170067,1110,76152,1518684,12812672,1836,74,1113426,126916,132698,46651,379519,4934,8312278,91763,19876,0,0,339566,786,13125731,16,3628,10015141,44230,29496,156,2238,2037,1352,1033,2225464,9426,208,152848,4488,1284670,1962,1001132,107405,391928,845362,124612,33101,52015,560853,0,4574,41835,523130,43580,0,0,61792,5710,8261,5,264,342097,29694,2352,99672,719,498,1039,110613,278,223108,216574,108693,157,716428,357693,11614,87844,314308,6,72694,4991,820152,12818,4469,7482,1659,47199,1439,61977,9751,1384,59665,5155,0,2510506,439183,11149,4,77545,33500,101112,39415,110427,136293,332,524,2030899,7,1026636,7052,0,56872,1594204,1192956,2629,192665,5819,112516,107979,53,1612,7925,0,1094,230,276,556024,623389,795154,0,33360,2,2234,1631,3599,285681,2146,1659,0,84,0,1462,297169,822502,0,48709,9012,298339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17822,3910405,18154,376,72201,452,35797,74,347,4,130891,4371,3573
JAM,6,8,48,0,704,2818,5,10266,3022,2256,8,0,0,6380,4,0,22,136,55,27452,1,13,1572,2969,263,3669,16754,0,0,31,22,498447,3693,5747,10701,43,7,2,0,5203,0,6,3290,6800,111305,80,295,33849,0,691,1020,9387,0,929,483,0,4818,70,35,0,0,365,41,4681,1,84,171057,67,86,6,3,16,0,2,513,1256,33479,1212,328,221,3854,255,177,2657,1480,3,34,42,1035,7206,0,44,1571,14,0,0,189,2,10,0,3778,1948,87,1,46,8,0,2865,79,1,57,72,66,3,178,16,24,9,9176,0,11,5,58,61,3,10,2,35,16,52,105,0,245,451,0,9385,541,17,0,516,14,33,9177,2394,1548,0,26,723,0,491,441,0,127,210,1190,10,390,3,26,196,1,5,665,0,0,0,1765,0,48,1131,0,89,0,11976,0,6,144,4,0,0,7,0,27112,69,526,0,83,37,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,2374651,0,1521,1040,5434,16,3,7,0,832,40,85
JOR,968,90,528,0,724520,490,1986,6,21780,16087,1285,0,30,11705,49,71,20501,4176,44589,9,2080,1354,6,2,92,3393,8,312,0,76,164,34871,19646,1423,67242,427,184,73,80,1087,50,40,204,275,5,39320,4934,87763,3017,3,16718,93,25380,185,400223,97,35561,523,2453,0,0,2690,77,34491,0,52,74278,4046,1121,7,25,25,16,65,29139,256,7,7410,55,1297,205,4119,27613,59381,2947,5766,236047,108,132418,42416,63,0,7642,1758,0,0,6569,362,401,0,7,15414,278547,27,306000,75,59359,5,15657,9,446,1220,545,10,17076,828,141,2305,4583,0,319,139,1127,1788,62,344,505,579,48,40445,29,113,2740,155,0,19741,6994,1663,0,3633,51333,12397,746,307,19183,0,13,4475,0,3339,36,0,117359,8714,44344,196,1429265,21190,291,9643,0,59,20,0,369,0,6,317,707,19524,0,171,5,5,451,19,22496,263,178,0,2,0,10,17062,222034,0,1281,1150,16270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,256146,412,1,1018,50,806,1,4,256,10595,205,171
JPN,1651,826,771,0,95238,17334,597,55,859132,229657,2536,0,69,80435,294,494,34696,20056,5545,559,736,1648,462,290,16897,116642,120,7506,1020,667,24,576939,246883,23534,9015159,1164,1069,1014,170,16098,4,21,2406,15573,91,3933,118059,728301,671,21,54247,2660,1995,6277,23663,38,555269,5800,3180,0,0,82561,9441,664492,3865,374,538281,1481,2451,118,321,34,14,18,24863,1849,78,3865246,558,123888,170,32912,1001439,342517,24566,18371,2930,23758,41327,523130,1711,7273,0,7142,0,0,11060,1976,222442,150,30,10667441,4343,53712,2112,66,6,141,75597,87,7011,8937,3787,399961,21272,687,1408,63569,176485,300,600,182,18620,120221,61399,1275,228,2549,550,830258,632,106,13089,719,5,117525,97217,67892,3,157059,2745,23966,2282,51654,1365214,58524,5489,119554,37,128254,1809,0,16240,23552,160286,1111,25253,1253,1556,1284292,947,193,5399,0,9,6,65,11450,6537,55539,0,958,0,60,60,96,2565935,544,998,0,1076,0,602,2184,60286,1,4820,3126,12944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,4819674,16819,35,4602,7,974355,355,1066,0,34223,1952,980
KAZ,1491,275,1860,0,189373,185,13011,2,4949,14302,126029,0,13,4467,1,18,775,11870,1041,42,467,64365,2,6,10,1241,36,10,15,17,58,7792,13657,201,342871,49,53,12,13,290,4,3,201,236,8,10823,29507,137737,5,3,2073,191,234,158,7623,5,24611,1615,75,0,0,2922,18,25020,0,50,55017,65386,78,12,7,4,0,6,9193,32,12,8321,0,2453,2,5142,2474,35071,1401,27067,2000,43,16911,44326,23,1758,7332,0,0,0,177,3003844,1776,0,0,62744,825,45,2130,0,113,3,5475,1,10666,675,14188,30,441,3177,14,3416,1544,0,451,4,760,353,30876,42,7,380,6,15071,17,7,201,20,0,24967,1707,260,0,758,574,2451,89,105,3589,2,6,47037,0,2344,38,0,1657,4850,5151561,30,11066,412,34,3619,101,86,2,0,99,0,10,82,1426,3931,0,453,0,2,15,8,47915,70953,18895,0,0,0,75,176,329755,0,159,70,110856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47290,124978,1,348,2,8444,0,3,0,2385,24,46
KCMD_905b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67323091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99422,4770358,0,0,0,0,0,0,17016226,0,0,946371,116607,947082,623198,862667,15762242,54529717,5816939,0,5362802,3971128,15845231,10757712,17788805,3247739,109554,11073376,0,0,0,0,0,27142,20468,0,0,0,0,0,0,0,0,0,0,0,0,0
KCMD_927b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7763891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9281111,602647,11737488,970683,1428398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100643,0,0,0,0,0,0,0,0,0,0,0,380353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,667,3014,176,0,200745,689,68,5,19951,10940,177,0,19214,11979,1633,1694,2095,905,3106,83,140,154,20,111,48,2753,65,188,3,6921,2553,26160,30005,293,71409,6273,9368,10081,2889,568,16118,146,139,115,36,1980,2026,96570,8674,6,14096,500,1172,445,22296,1721,21407,364,88712,0,0,4408,255,32929,4,1806,184929,216,16075,31,513,800,181,263,4083,82,72,9017,27,566,168,1716,2514,118739,5442,2314,4767,273,9522,109952,201,3949,11086,189,0,0,0,112,495,3,22,10448,2017,80,4041,2065,38,20,4193,1521,312,653,334,16,5826,132,8471,1311,1107,0,105,1983,693,491,71,22098,304,11598,13709,5982,3303,1005,39930,104,0,26682,10052,1146,0,1228,13843,8411,253,332,3212,3,164,4703,3,3074,80,0,24892,957,3437,66067,49071,17165,6245,3845,7,2583,41,0,70104,100,10,45,257,16212,0,9422,0,0,1770,1125,13055,108,13,0,11,0,99,1964,17531,1,358612,204963,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,191160,48,1,148,5,1564,9,39,122,136135,28487,15760
KGZ,1481,3,138,0,29995,23,2890,0,2350,3681,10868,0,0,2664,2,1,434,2164,178,1,141,4187,0,0,3,109,12,0,2,0,1,2406,4713,1,81541,11,14,5,4,14,0,1,3,33,0,2612,4262,29429,64,0,1380,7,77,2,817,3,3595,918,17,0,0,660,1,6039,0,12,5587,9529,22,0,1,3,1,0,757,0,8,591,0,482,3,855,568,30129,248,2128,605,7,3508,5923,2,325,2136,3003844,0,0,99,0,71,0,0,16462,789,13,515,8,0,0,172,5,1733,70,1099,3,115,1695,3,82,59,0,183,12,30,79,2898,25,8,5,3,2499,2,1,13,1,0,2857,965,192,0,409,404,1107,4,14,383,0,1,1551,1,200,1,0,882,274,932602,23,10245,138,26,259,0,0,1,0,13,0,0,11,291,1598,0,14,0,0,3,3,2383,23637,483,0,0,0,12,37,152883,0,22,41,28749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13632,40918,0,0,0,269,0,0,0,341,8,2
KHM,85,48,23,0,4257,78,26,0,156496,2548,18,0,5,18367,9,10,2801,107,126,1,15,66,2,4,9,348,6,1756,236,8,37,61828,10884,6252,879897,47,54,21,12,3526,3,0,601,16,0,82,1589,30960,7,0,2901,5,17,641,811,1,14296,163,189,0,0,1352,241,77142,2,6,40226,84,64,5,7,5,0,1,554,12,1,188375,5,92,13,568,54518,48724,1466,263,181,48,11577,12097,7,484,203864,1776,0,0,475,66,0,1,2,409222,827,385871,229,15,0,2,5023,12,194,332,73,23128,695,40,56,1417,8419,1,8,55,67,25003,811,79,5,112,22,373624,34,5,1278,10,0,7599,1937,2129,7,26477,154,889,18,22,111558,11,206,627,6,1348,5,0,1303,143,53688,38,1521,60,53,323560,14,20,2,0,10,0,2,2,51,2718,0,37,0,13,10,7,1214245,31,0,0,8,0,2,59,1696,1,518,228,5431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,242989,46,0,5,0,1171612,8,18,0,5838,129,37
KIR,0,0,0,0,13,0,0,0,1869,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,68,3,0,19,2,0,0,0,0,0,0,1,6,0,0,0,8,0,0,8,0,0,16,0,0,9,0,0,0,0,2,15535,3,108,0,41,0,0,0,0,0,0,0,0,0,0,74,0,2,0,1,13,12,1,0,0,0,1,4,1,0,92,0,0,0,6,0,2,0,0,133,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,7942,0,0,1,4,0,0,0,0,0,23,0,0,0,3,13,0,1,0,7803,1789,0,1,0,3,53,3,29,0,0,1,0,0,2,0,3,0,0,0,0,48,825,0,4,0,0,0,0,0,0,12,0,3,0,0,0,0,16,0,0,0,88,0,2,0,5,32,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,0,1,0,3,93,265,0,3,0,0
